cylinders,horsepower,acceleration,model_year,origin,name,brand,km_per_l,displacement_L,weight_kg
5,77.0,20.1,79,europe,mercedes benz 300d,mercedes,10.7986576,2.9988393,1601.17976
8,125.0,17.4,79,usa,cadillac eldorado,cadillac,9.778312,5.735485000000001,1769.0088
4,71.0,24.8,79,europe,peugeot 504,peugeot,11.5639168,2.3105811000000003,1446.95848
8,90.0,22.2,79,usa,oldsmobile cutlass salon brougham,oldsmobile,10.1609416,4.260646,1551.28464
4,70.0,13.2,79,usa,plymouth horizon,plymouth,14.539924800000001,1.7206455000000003,997.9024
4,70.0,14.9,79,usa,plymouth horizon tc3,plymouth,14.667468000000001,1.7206455000000003,975.2228
4,65.0,19.2,79,japan,datsun 210,datsun,13.5195792,1.3929035,916.25584
4,69.0,14.7,79,europe,fiat strada custom,fiat,15.8578712,1.4912261000000002,966.1509599999999
4,90.0,16.0,79,usa,buick skylark limited,buick,12.0740896,2.4744521,1211.09064
6,115.0,11.3,79,usa,chevrolet citation,chevrolet,12.2441472,2.8349683000000003,1177.07124
6,115.0,12.9,79,usa,oldsmobile omega brougham,oldsmobile,11.393859200000001,2.8349683000000003,1224.6984
4,90.0,13.2,79,usa,pontiac phoenix,pontiac,14.242324,2.4744521,1159.381152
4,76.0,14.7,80,europe,vw rabbit,volkswagen,17.643476,1.6059358000000001,972.501248
4,60.0,18.8,80,japan,toyota corolla tercel,toyota,16.1979864,1.4584519000000002,892.669056
4,70.0,15.5,80,usa,chevrolet chevette,chevrolet,13.6471224,1.6059358000000001,961.61504
4,65.0,16.4,80,japan,datsun 310,datsun,15.815356800000002,1.4092906,915.802248
4,90.0,16.5,80,usa,chevrolet citation,chevrolet,11.904032,2.4744521,1214.719376
4,88.0,18.1,80,usa,ford fairmont,ford,11.2238016,2.294194,1301.80904
4,90.0,20.1,80,usa,amc concord,amc,10.3309992,2.4744521,1362.136776
6,90.0,18.7,80,usa,dodge aspen,dodge,8.120250400000002,3.6870975000000006,1533.594552
4,78.0,15.8,80,europe,audi 4000,audi,14.5824392,1.5895487000000001,992.459296
4,90.0,15.5,80,japan,toyota corona liftback,toyota,12.669291200000002,2.1958714,1229.687912
4,75.0,17.5,80,japan,mazda 626,mazda,13.307007200000001,1.9664520000000003,1153.030864
4,92.0,15.0,80,japan,datsun 510 hatchback,datsun,15.730328,1.9500649,1104.042928
4,75.0,15.2,80,japan,toyota corolla,toyota,13.689636800000002,1.7698068000000002,1027.38588
4,65.0,17.9,80,japan,mazda glc,mazda,19.811710400000003,1.4092906,957.07912
4,105.0,14.4,80,usa,dodge colt,dodge,11.8615176,2.5563876000000003,1270.0576
4,65.0,19.2,80,japan,datsun 210,datsun,17.3458752,1.3929035,957.07912
4,48.0,21.7,80,europe,vw rabbit c (diesel),volkswagen,18.8338792,1.4748390000000002,945.73932
4,48.0,23.7,80,europe,vw dasher (diesel),volkswagen,18.4512496,1.4748390000000002,1059.13732
5,67.0,19.9,80,europe,audi 5000s (diesel),audi,15.4752416,1.9828391000000003,1338.0964
4,67.0,21.8,80,europe,mercedes-benz 240d,mercedes-benz,12.75432,2.3925166000000004,1474.174
4,67.0,13.8,80,japan,honda civic 1500 gl,honda,18.9614224,1.4912261000000002,839.1452
4,67.0,18.0,80,japan,subaru dl,subaru,14.3698672,1.5895487000000001,972.95484
4,62.0,15.3,80,europe,vokswagen rabbit,volkswagen,12.669291200000002,1.4584519000000002,836.87724
6,132.0,11.4,80,japan,datsun 280-zx,datsun,13.902208800000002,2.7530328,1319.95272
3,100.0,12.5,80,japan,mazda rx-7 gs,mazda,10.0759128,1.147097,1097.69264
4,88.0,15.1,80,europe,triumph tr7 coupe,triumph,14.880040000000001,1.9992262000000003,1133.98
4,72.0,17.0,80,japan,honda accord,honda,13.7746656,1.7534197000000002,1038.72568
4,84.0,15.7,81,usa,plymouth reliant,plymouth,11.5639168,2.2122585000000003,1129.44408
4,84.0,16.4,81,usa,buick skylark,buick,11.308830400000002,2.4744521,1195.21492
4,92.0,14.4,81,usa,dodge aries wagon (sw),dodge,10.9687152,2.5563876000000003,1188.41104
6,110.0,12.6,81,usa,chevrolet citation,chevrolet,9.990884000000001,2.8349683000000003,1236.0382
4,84.0,12.9,81,usa,plymouth reliant,plymouth,12.75432,2.2122585000000003,1081.81692
4,58.0,16.9,81,japan,toyota starlet,toyota,16.6231304,1.2945809000000001,796.05396
4,64.0,16.4,81,usa,plymouth champ,plymouth,16.580616,1.4092906,850.485
4,60.0,16.1,81,japan,honda civic 1300,honda,14.922554400000001,1.3273551000000001,798.32192
4,67.0,17.8,81,japan,subaru,subaru,13.732151199999999,1.5895487000000001,936.66748
4,65.0,19.4,81,japan,datsun 210 mpg,datsun,15.730328,1.3929035,895.8442
4,62.0,17.3,81,japan,toyota tercel,toyota,16.0279288,1.4584519000000002,929.8636
4,68.0,16.0,81,japan,mazda glc 4,mazda,14.497410400000001,1.4912261000000002,900.38012
4,63.0,14.9,81,usa,plymouth horizon 4,plymouth,14.752496800000001,1.7206455000000003,1004.70628
4,65.0,16.2,81,usa,ford escort 4w,ford,14.6249536,1.6059358000000001,927.59564
4,65.0,20.7,81,usa,ford escort 2h,ford,12.7118056,1.6059358000000001,1079.54896
4,74.0,14.2,81,europe,volkswagen jetta,volkswagen,14.029752,1.7206455000000003,993.36648
4,75.0,14.4,81,japan,honda prelude,honda,14.327352800000002,1.7534197000000002,1002.43832
4,75.0,16.8,81,japan,toyota corolla,toyota,13.7746656,1.7698068000000002,1065.9412
4,100.0,14.8,81,japan,datsun 200sx,datsun,13.9872376,1.9500649,1186.14308
4,74.0,18.3,81,japan,mazda 626,mazda,13.434550400000001,1.9664520000000003,1195.21492
4,80.0,20.4,81,europe,peugeot 505s turbo diesel,peugeot,11.9465464,2.3105811000000003,1465.10216
6,76.0,19.6,81,europe,volvo diesel,volvo,13.0519208,2.3761295000000002,1433.35072
6,116.0,12.6,81,japan,toyota cressida,toyota,10.7986576,2.7530328,1315.4168
6,120.0,13.8,81,japan,datsun 810 maxima,datsun,10.2884848,2.3925166000000004,1329.02456
6,110.0,15.8,81,usa,buick century,buick,9.5232256,3.7854201000000005,1549.01668
8,105.0,19.0,81,usa,oldsmobile cutlass ls,oldsmobile,11.308830400000002,5.735485000000001,1689.6302
6,88.0,17.1,81,usa,ford granada gl,ford,8.587908800000001,3.27742,1387.99152
6,85.0,16.6,81,usa,chrysler lebaron salon,chrysler,7.482534400000001,3.6870975000000006,1571.69628
4,88.0,19.6,82,usa,chevrolet cavalier,chevrolet,11.904032,1.8353552000000002,1181.60716
4,88.0,18.6,82,usa,chevrolet cavalier wagon,chevrolet,11.478888000000001,1.8353552000000002,1197.48288
4,88.0,18.0,82,usa,chevrolet cavalier 2-door,chevrolet,14.454896000000002,1.8353552000000002,1086.35284
4,85.0,16.2,82,usa,pontiac j2000 se hatchback,pontiac,13.179464000000001,1.8353552000000002,1167.9994
4,84.0,16.0,82,usa,dodge aries se,dodge,12.329176,2.2122585000000003,1145.3198
4,90.0,18.0,82,usa,pontiac phoenix,pontiac,11.478888000000001,2.4744521,1240.57412
4,92.0,16.4,82,usa,ford fairmont futura,ford,10.203456000000001,2.294194,1299.54108
4,74.0,15.3,82,europe,volkswagen rabbit l,volkswagen,15.305184,1.7206455000000003,898.11216
4,68.0,18.2,82,japan,mazda glc custom l,mazda,15.730328,1.4912261000000002,918.5237999999999
4,68.0,17.6,82,japan,mazda glc custom,mazda,13.179464000000001,1.4912261000000002,893.57624
4,63.0,14.7,82,usa,plymouth horizon miser,plymouth,16.155472,1.7206455000000003,963.883
4,70.0,17.3,82,usa,mercury lynx l,mercury,15.305184,1.6059358000000001,963.883
4,88.0,14.5,82,japan,nissan stanza xe,nissan,15.305184,1.9664520000000003,979.75872
4,75.0,14.5,82,japan,honda accord,honda,15.305184,1.7534197000000002,1000.17036
4,70.0,16.9,82,japan,toyota corolla,toyota,14.454896000000002,1.7698068000000002,1018.31404
4,67.0,15.0,82,japan,honda civic,honda,16.155472,1.4912261000000002,891.30828
4,67.0,15.7,82,japan,honda civic (auto),honda,13.604608,1.4912261000000002,891.30828
4,67.0,16.2,82,japan,datsun 310 gx,datsun,16.155472,1.4912261000000002,904.91604
6,110.0,16.4,82,usa,buick century limited,buick,10.6286,2.9660651000000002,1335.82844
6,85.0,17.0,82,usa,oldsmobile cutlass ciera (diesel),oldsmobile,16.155472,4.293420200000001,1367.57988
4,92.0,14.5,82,usa,chrysler lebaron medallion,chrysler,11.053744,2.5563876000000003,1172.53532
6,112.0,14.7,82,usa,ford granada l,ford,9.353168,3.8018072000000003,1285.93332
4,96.0,13.9,82,japan,toyota celica gt,toyota,13.604608,2.3597424,1208.82268
4,84.0,13.0,82,usa,dodge charger 2.2,dodge,15.305184,2.2122585000000003,1075.01304
4,90.0,17.3,82,usa,chevrolet camaro,chevrolet,11.478888000000001,2.4744521,1338.0964
4,86.0,15.6,82,usa,ford mustang gl,ford,11.478888000000001,2.294194,1265.52168
4,52.0,24.6,82,europe,vw pickup,volkswagen,18.706336,1.5895487000000001,966.1509599999999
4,84.0,11.6,82,usa,dodge rampage,dodge,13.604608,2.2122585000000003,1040.99364
4,79.0,18.6,82,usa,ford ranger,ford,11.904032,1.9664520000000003,1190.679
4,82.0,19.4,82,usa,chevy s-10,chevrolet,13.179464000000001,1.9500649,1233.77024
